patch_id,seed,family,level,frac,method,true_label,prediction,confidence,correct,bounded_unknown,isolated_missing_frac,mask_overlap_centre,centre_erased_frac
17222,0,CF1,L1,0.05,dictlearn,8,8,0.9601728916168213,1,False,0.0,0.3137254901960784,0.0625
7987,0,CF1,L1,0.05,dictlearn,4,3,0.31072598695755005,0,False,0.0,0.19607843137254902,0.0390625
14403,0,CF1,L1,0.05,dictlearn,1,4,0.8665021061897278,0,False,0.0,0.2549019607843137,0.05078125
12904,0,CF1,L1,0.05,dictlearn,1,1,0.7142109870910645,1,False,0.0,0.27450980392156865,0.0546875
1024,0,CF1,L1,0.05,dictlearn,2,2,0.7038989067077637,1,False,0.0,0.17647058823529413,0.03515625
15700,0,CF1,L1,0.05,dictlearn,3,0,0.9999916553497314,0,False,0.0,0.21568627450980393,0.04296875
12639,0,CF1,L1,0.05,dictlearn,7,7,0.709511399269104,1,False,0.0,0.29411764705882354,0.05859375
20658,0,CF1,L1,0.05,dictlearn,4,2,0.4370073676109314,0,False,0.0,0.3137254901960784,0.0625
2642,0,CF1,L1,0.05,dictlearn,7,7,0.7368790507316589,1,False,0.0,0.17647058823529413,0.03515625
9392,0,CF1,L1,0.05,dictlearn,9,9,0.8919124007225037,1,False,0.0,0.27450980392156865,0.0546875
23357,0,CF1,L1,0.05,dictlearn,5,6,0.538812518119812,0,False,0.0,0.29411764705882354,0.05859375
15977,0,CF1,L1,0.05,dictlearn,0,9,0.48917004466056824,0,False,0.0,0.37254901960784315,0.07421875
10440,0,CF1,L1,0.05,dictlearn,0,0,0.9970245957374573,1,False,0.0,0.23529411764705882,0.046875
14216,0,CF1,L1,0.05,dictlearn,3,3,0.8712499737739563,1,False,0.0,0.2549019607843137,0.05078125
18353,0,CF1,L1,0.05,dictlearn,7,7,0.8104633688926697,1,False,0.0,0.27450980392156865,0.0546875
17404,0,CF1,L1,0.05,dictlearn,3,9,0.47327759861946106,0,False,0.0,0.17647058823529413,0.03515625
8424,0,CF1,L1,0.05,dictlearn,8,8,0.5664177536964417,1,False,0.0,0.23529411764705882,0.046875
4744,0,CF1,L1,0.05,dictlearn,8,6,0.6179278492927551,0,False,0.0,0.2549019607843137,0.05078125
