patch_id,seed,family,level,frac,method,true_label,prediction,confidence,correct,bounded_unknown,isolated_missing_frac,mask_overlap_centre,centre_erased_frac
17222,0,CF4,L5,0.7,csfr,8,6,0.40248581767082214,0,True,0.9545454545454546,0.3181818181818182,0.875
7987,0,CF4,L5,0.7,csfr,4,5,0.5173676013946533,0,True,0.9545454545454546,0.3181818181818182,0.875
14403,0,CF4,L5,0.7,csfr,1,7,0.39972397685050964,0,True,0.9545454545454546,0.3181818181818182,0.875
12904,0,CF4,L5,0.7,csfr,1,6,0.2865380644798279,0,True,0.9545454545454546,0.3181818181818182,0.875
1024,0,CF4,L5,0.7,csfr,2,0,0.209921196103096,0,True,0.9545454545454546,0.3181818181818182,0.875
15700,0,CF4,L5,0.7,csfr,3,2,0.4652641713619232,0,True,0.9545454545454546,0.3181818181818182,0.875
12639,0,CF4,L5,0.7,csfr,7,7,0.4832649230957031,1,True,0.9545454545454546,0.3181818181818182,0.875
20658,0,CF4,L5,0.7,csfr,4,5,0.25564703345298767,0,True,0.9545454545454546,0.3181818181818182,0.875
2642,0,CF4,L5,0.7,csfr,7,2,0.34980496764183044,0,True,0.9545454545454546,0.3181818181818182,0.875
9392,0,CF4,L5,0.7,csfr,9,6,0.4342656433582306,0,True,0.9545454545454546,0.3181818181818182,0.875
23357,0,CF4,L5,0.7,csfr,5,7,0.936854362487793,0,True,0.9545454545454546,0.3181818181818182,0.875
15977,0,CF4,L5,0.7,csfr,0,2,0.7483990788459778,0,True,0.9545454545454546,0.3181818181818182,0.875
10440,0,CF4,L5,0.7,csfr,0,6,0.5251588821411133,0,True,0.9545454545454546,0.3181818181818182,0.875
14216,0,CF4,L5,0.7,csfr,3,5,0.2166755497455597,0,True,0.9545454545454546,0.3181818181818182,0.875
18353,0,CF4,L5,0.7,csfr,7,7,0.6206850409507751,1,True,0.9545454545454546,0.3181818181818182,0.875
17404,0,CF4,L5,0.7,csfr,3,2,0.4572674632072449,0,True,0.9545454545454546,0.3181818181818182,0.875
8424,0,CF4,L5,0.7,csfr,8,6,0.5267792344093323,0,True,0.9545454545454546,0.3181818181818182,0.875
4744,0,CF4,L5,0.7,csfr,8,6,0.36166658997535706,0,True,0.9545454545454546,0.3181818181818182,0.875
18797,0,CF4,L5,0.7,csfr,7,7,0.7767187356948853,1,True,0.9545454545454546,0.3181818181818182,0.875
