patch_id,seed,family,level,frac,method,true_label,prediction,confidence,correct,bounded_unknown,isolated_missing_frac,mask_overlap_centre,centre_erased_frac
17222,0,CF3,L1,0.05,ns,8,8,0.9870320558547974,1,False,0.5,0.0,0.0
7987,0,CF3,L1,0.05,ns,4,4,0.39709916710853577,1,False,0.5,0.0,0.0
14403,0,CF3,L1,0.05,ns,1,1,0.5231837034225464,1,False,0.5,0.0,0.0
12904,0,CF3,L1,0.05,ns,1,1,0.7712929248809814,1,False,0.5,0.0,0.0
1024,0,CF3,L1,0.05,ns,2,2,0.7729319930076599,1,False,0.5,0.0,0.0
15700,0,CF3,L1,0.05,ns,3,0,0.9999986886978149,0,False,0.5,0.0,0.0
12639,0,CF3,L1,0.05,ns,7,7,0.7762576341629028,1,False,0.5,0.0,0.0
20658,0,CF3,L1,0.05,ns,4,2,0.3748844265937805,0,False,0.5,0.0,0.0
2642,0,CF3,L1,0.05,ns,7,7,0.7635452747344971,1,False,0.5,0.0,0.0
9392,0,CF3,L1,0.05,ns,9,9,0.9776896834373474,1,False,0.5,0.0,0.0
23357,0,CF3,L1,0.05,ns,5,5,0.5445802807807922,1,False,0.5,0.0,0.0
15977,0,CF3,L1,0.05,ns,0,0,0.7901350855827332,1,False,0.5,0.0,0.0
10440,0,CF3,L1,0.05,ns,0,0,0.9991726279258728,1,False,0.5,0.0,0.0
14216,0,CF3,L1,0.05,ns,3,3,0.8376705646514893,1,False,0.5,0.0,0.0
18353,0,CF3,L1,0.05,ns,7,7,0.9289300441741943,1,False,0.5,0.0,0.0
17404,0,CF3,L1,0.05,ns,3,9,0.49818089604377747,0,False,0.5,0.0,0.0
8424,0,CF3,L1,0.05,ns,8,8,0.49497637152671814,1,False,0.5,0.0,0.0
4744,0,CF3,L1,0.05,ns,8,8,0.5139251351356506,1,False,0.5,0.0,0.0
18797,0,CF3,L1,0.05,ns,7,7,0.9986224174499512,1,False,0.5,0.0,0.0
3156,0,CF3,L1,0.05,ns,7,7,0.99114590883255,1,False,0.5,0.0,0.0
17024,0,CF3,L1,0.05,ns,2,2,0.9610276818275452,1,False,0.5,0.0,0.0
7807,0,CF3,L1,0.05,ns,8,8,0.9649322628974915,1,False,0.5,0.0,0.0
138,0,CF3,L1,0.05,ns,0,0,0.9983772039413452,1,False,0.5,0.0,0.0
20222,0,CF3,L1,0.05,ns,2,2,0.9999847412109375,1,False,0.5,0.0,0.0
24734,0,CF3,L1,0.05,ns,9,0,0.6495558023452759,0,False,0.5,0.0,0.0
8909,0,CF3,L1,0.05,ns,0,0,0.9335102438926697,1,False,0.5,0.0,0.0
4684,0,CF3,L1,0.05,ns,1,1,0.9993094205856323,1,False,0.5,0.0,0.0
15978,0,CF3,L1,0.05,ns,6,6,0.8200194835662842,1,False,0.5,0.0,0.0
